Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
2687,0.000,10.261,4.177,229.109,0.229,344007.675
2688,0.000,11.809,4.679,228.880,0.229,343663.668
2689,0.000,13.486,5.180,228.651,0.229,343320.004
2690,0.000,13.377,4.957,228.422,0.229,342976.684
2691,3.200,12.464,4.458,228.614,0.228,342633.707
2692,3.813,12.238,4.310,229.284,0.321,480870.552
2693,0.000,12.519,4.359,228.858,0.426,638974.896
2694,0.000,12.940,4.359,228.629,0.284,425600.152
2695,0.000,12.535,4.080,228.401,0.229,342944.059
2696,0.000,13.888,4.373,228.172,0.228,342601.115
2697,1.305,13.837,4.200,227.944,0.228,342258.514
2698,2.885,10.261,3.029,227.912,0.228,341916.255
2699,3.198,10.035,2.942,228.099,0.271,406322.121
2700,4.454,9.395,2.743,228.731,0.319,478229.375
2701,4.560,10.218,3.003,229.330,0.417,625508.079
2702,0.000,11.029,3.257,228.830,0.500,750368.691
2703,0.536,10.581,3.034,228.605,0.342,512391.264
2704,3.368,7.968,2.231,228.695,0.244,365282.210
2705,1.042,4.302,1.209,228.487,0.298,447568.283
2706,0.000,4.040,1.132,228.258,0.233,349411.287
2707,0.000,6.802,1.885,228.030,0.228,342387.393
2708,2.256,9.961,2.712,227.817,0.228,342045.005
2709,0.503,10.440,2.817,227.590,0.231,346804.256
2710,0.000,8.880,2.340,227.362,0.228,341384.445
2711,0.000,11.766,3.029,227.135,0.227,341043.061
2712,9.591,12.215,3.048,228.270,0.227,340702.017
2713,1.327,10.561,2.766,228.007,0.527,790128.698
2714,3.457,7.270,1.872,228.261,0.420,629927.706
2715,5.363,5.799,1.507,228.890,0.427,640663.070
2716,0.154,6.123,1.635,228.405,0.517,774974.574
2717,7.034,6.474,1.704,229.446,0.361,541696.616
2718,7.089,5.004,1.368,230.374,0.542,812446.330
2719,4.919,5.441,1.548,230.738,0.697,1045635.223
2720,0.000,4.926,1.431,230.009,0.729,1092950.491
2721,3.443,3.374,0.967,230.238,0.520,779726.976
2722,0.286,5.620,1.637,229.780,0.522,782598.565
2723,0.000,8.689,2.499,229.407,0.372,558684.806
2724,0.000,11.446,3.217,229.178,0.242,363217.847
2725,0.000,10.799,2.945,228.949,0.229,343767.212
2726,0.000,9.972,2.643,228.720,0.229,343423.445
2727,12.194,7.968,2.057,230.426,0.229,343080.021
2728,4.290,7.656,2.131,230.677,0.654,981287.473
2729,1.624,7.574,2.133,230.363,0.661,991410.962
2730,5.900,7.184,2.007,231.070,0.543,815055.224
2731,0.000,4.602,1.317,230.419,0.650,975557.635
2732,0.000,3.112,0.880,229.960,0.459,688387.424
2733,0.000,3.881,1.089,229.731,0.310,464467.207
2734,5.061,4.727,1.313,230.117,0.230,344596.325
2735,4.384,6.357,1.810,230.698,0.365,547397.970
2736,4.860,5.047,1.458,231.319,0.445,666880.617
2737,0.000,3.713,1.095,230.786,0.533,799253.376
2738,0.000,3.467,1.013,230.418,0.367,551128.557
2739,0.000,1.790,0.518,230.188,0.238,357663.487
2740,0.000,0.753,0.217,229.958,0.230,345282.124
2741,0.000,1.813,0.522,229.728,0.230,344936.842
2742,0.000,2.734,0.783,229.498,0.230,344591.905
2743,1.152,3.280,0.932,229.269,0.229,344247.313
2744,3.518,5.304,1.507,229.347,0.229,343903.066
2745,1.930,6.400,1.839,229.329,0.297,445200.243
2746,1.657,4.731,1.355,229.175,0.276,413296.753
2747,0.000,3.994,1.144,228.946,0.246,368310.189
2748,0.000,4.957,1.405,228.717,0.229,343418.821
2749,0.000,4.586,1.283,228.488,0.229,343075.402
2750,1.319,4.458,1.232,228.260,0.228,342732.327
2751,0.000,6.228,1.718,228.031,0.228,342389.595
2752,0.000,8.319,2.258,227.803,0.228,342047.205
2753,0.000,7.570,2.010,227.576,0.228,341705.158
2754,0.000,6.653,1.732,227.348,0.228,341363.453
2755,3.810,2.699,0.690,227.409,0.227,341022.089
2756,7.569,5.136,1.346,228.460,0.291,435839.250
2757,3.089,8.650,2.373,228.594,0.508,762402.560
2758,0.000,10.932,3.001,228.105,0.489,733442.496
2759,0.000,7.422,1.979,227.850,0.333,498962.613
2760,4.745,5.472,1.431,228.112,0.228,341774.602
2761,0.000,6.384,1.709,227.844,0.335,503220.564
2762,0.000,6.517,1.716,227.616,0.228,341766.395
2763,0.000,5.998,1.552,227.389,0.228,341424.628
2764,0.092,4.220,1.075,227.161,0.227,341083.204
2765,3.888,7.016,1.769,227.227,0.227,340742.121
2766,0.994,2.714,0.694,227.000,0.291,436989.328
2767,17.609,0.733,0.188,229.738,0.227,340500.013
2768,15.696,0.285,0.083,232.342,0.879,1318757.910
2769,15.605,0.000,0.000,234.778,1.403,2104481.032
2770,3.356,1.946,0.690,233.793,1.890,2835335.339
2771,0.000,0.000,0.000,232.168,1.625,2436916.397
2772,0.000,2.730,0.981,230.950,1.218,1827684.493
2773,0.000,3.705,1.321,230.048,0.902,1352556.719
2774,5.564,4.625,1.634,230.887,0.655,982030.092
2775,3.861,5.897,2.120,231.152,0.791,1186046.372
2776,0.000,3.900,1.409,230.351,0.800,1200551.280
2777,7.319,2.336,0.836,231.766,0.576,863684.523
2778,2.439,0.000,0.000,231.612,0.838,1257716.831
2779,14.734,2.118,0.792,235.046,0.756,1134516.157
2780,0.000,0.608,0.243,233.582,1.463,2195016.061
2781,4.763,0.183,0.073,233.934,1.093,1639657.598
2782,3.427,0.815,0.332,233.874,1.122,1683434.729
2783,0.000,0.000,0.000,232.813,1.061,1591232.759
2784,0.000,0.000,0.000,232.034,0.779,1168923.770
2785,0.000,0.000,0.000,231.474,0.560,839594.996
2786,0.000,0.000,0.000,231.086,0.389,582790.718
2787,0.000,0.000,0.000,230.855,0.255,382555.475
2788,0.000,0.000,0.000,230.624,0.231,346282.133
2789,0.000,0.000,0.000,230.393,0.231,345935.851
2790,0.000,0.000,0.000,230.163,0.230,345589.915
2791,0.000,0.000,0.000,229.933,0.230,345244.325
2792,0.000,0.000,0.000,229.703,0.230,344899.081
2793,0.000,0.000,0.000,229.473,0.230,344554.182
2794,0.000,0.000,0.000,229.244,0.229,344209.627
2795,0.000,0.000,0.000,229.014,0.229,343865.418
2796,0.000,0.000,0.000,228.785,0.229,343521.552
2797,0.000,0.000,0.000,228.557,0.229,343178.031
2798,0.000,0.000,0.000,228.328,0.229,342834.853
2799,0.000,0.000,0.000,228.100,0.228,342492.018
2800,0.000,0.000,0.000,227.872,0.228,342149.526
2801,11.985,0.000,0.000,231.492,0.228,341807.376
2802,0.000,0.000,0.000,230.418,1.074,1611338.437
2803,0.000,0.000,0.000,229.628,0.789,1183799.941
2804,0.000,0.000,0.000,229.061,0.567,850392.958
2805,0.000,0.000,0.000,228.668,0.394,590408.482
2806,0.000,0.000,0.000,228.439,0.258,387693.488
2807,0.000,0.000,0.000,228.211,0.228,342658.981
2808,0.000,0.000,0.000,227.983,0.228,342316.322
2809,0.000,0.000,0.000,227.755,0.228,341974.006
2810,0.000,0.000,0.000,227.527,0.228,341632.032
2811,0.000,0.000,0.000,227.299,0.228,341290.400
2812,0.000,0.000,0.000,227.072,0.227,340949.109
2813,0.000,0.000,0.000,226.845,0.227,340608.160
2814,0.000,0.000,0.000,226.618,0.227,340267.552
2815,0.000,0.000,0.000,226.392,0.227,339927.284
2816,0.000,0.000,0.000,226.165,0.226,339587.357
2817,0.000,0.000,0.000,225.939,0.226,339247.770
2818,0.000,0.000,0.000,225.713,0.226,338908.522
2819,0.756,0.000,0.000,225.669,0.226,338569.613
2820,0.000,0.000,0.000,225.444,0.266,398328.577
2821,0.000,0.098,0.043,226.047,0.225,338165.983
2822,0.000,0.000,0.000,226.655,0.408,611357.541
2823,0.000,0.000,0.000,226.163,0.492,738043.534
2824,1.415,1.794,0.810,228.966,0.335,501907.089
2825,0.658,2.531,1.177,231.626,0.902,1353208.195
2826,2.409,0.000,0.000,231.749,1.438,2157395.922
2827,0.000,0.000,0.000,230.333,1.416,2124464.397
2828,0.000,0.000,0.000,229.277,1.056,1583609.988
2829,0.000,0.000,0.000,228.503,0.775,1161817.021
2830,0.000,0.000,0.000,227.947,0.555,832891.905
2831,0.000,0.000,0.000,227.563,0.384,576403.640
2832,0.000,0.000,0.000,227.336,0.251,376416.046
2833,0.000,0.000,0.000,227.108,0.227,341003.366
2834,0.000,0.000,0.000,226.881,0.227,340662.363
2835,0.000,0.000,0.000,226.654,0.227,340321.701
2836,0.000,0.000,0.000,226.428,0.227,339981.379
2837,0.000,0.000,0.000,226.201,0.226,339641.397
2838,0.000,0.000,0.000,225.975,0.226,339301.756
2839,0.000,0.000,0.000,225.749,0.226,338962.454
2840,0.000,0.000,0.000,225.523,0.226,338623.492
2841,0.000,0.000,0.000,225.298,0.226,338284.868
2842,0.000,0.000,0.000,225.072,0.225,337946.584
2843,0.000,0.000,0.000,224.847,0.225,337608.637
2844,0.000,0.000,0.000,224.623,0.225,337271.028
2845,0.000,0.000,0.000,224.398,0.225,336933.757
2846,0.000,0.000,0.000,224.173,0.224,336596.824
2847,0.000,0.000,0.000,223.949,0.224,336260.227
2848,0.000,0.000,0.000,223.725,0.224,335923.966
2849,0.000,0.000,0.000,223.502,0.224,335588.042
2850,0.000,0.000,0.000,223.278,0.224,335252.454
2851,0.000,0.000,0.000,223.055,0.223,334917.202
2852,0.000,0.000,0.000,222.832,0.223,334582.285
2853,0.000,0.000,0.000,222.609,0.223,334247.703
2854,0.000,0.000,0.000,222.386,0.223,333913.455
2855,0.000,0.000,0.000,222.164,0.222,333579.541
2856,0.000,0.000,0.000,221.942,0.222,333245.962
2857,0.000,0.000,0.000,221.720,0.222,332912.716
2858,0.000,0.000,0.000,221.498,0.222,332579.803
2859,0.000,0.000,0.000,221.277,0.221,332247.223
2860,0.000,0.000,0.000,221.055,0.221,331914.976
2861,0.000,0.000,0.000,220.834,0.221,331583.061
2862,0.000,0.000,0.000,220.613,0.221,331251.478
2863,0.000,0.000,0.000,220.393,0.221,330920.227
2864,0.000,0.000,0.000,220.172,0.220,330589.306
2865,0.000,0.000,0.000,219.952,0.220,330258.717
2866,0.000,0.000,0.000,219.732,0.220,329928.458
2867,0.000,0.000,0.000,219.513,0.220,329598.530
2868,0.000,0.000,0.000,219.293,0.220,329268.931
2869,0.000,0.000,0.000,219.074,0.219,328939.662
2870,0.000,0.000,0.000,218.855,0.219,328610.723
2871,0.000,0.000,0.000,218.636,0.219,328282.112
2872,0.000,0.000,0.000,218.417,0.219,327953.830
2873,0.000,0.000,0.000,218.199,0.218,327625.876
2874,0.000,0.000,0.000,217.981,0.218,327298.250
2875,0.000,0.000,0.000,217.763,0.218,326970.952
2876,0.000,0.000,0.000,217.545,0.218,326643.981
2877,0.000,0.000,0.000,217.327,0.218,326317.337
2878,0.000,0.000,0.000,217.110,0.217,325991.020
2879,0.000,0.000,0.000,216.893,0.217,325665.029
2880,0.000,0.000,0.000,216.676,0.217,325339.364
2881,0.000,0.000,0.000,216.459,0.217,325014.024
2882,0.000,0.000,0.000,216.243,0.216,324689.010
2883,0.000,0.000,0.000,216.027,0.216,324364.321
2884,0.000,0.000,0.000,215.811,0.216,324039.957
2885,0.000,0.000,0.000,215.595,0.216,323715.917
2886,0.000,0.000,0.000,215.379,0.216,323392.201
2887,0.000,0.000,0.000,215.356,0.215,323068.809
2888,0.000,0.000,0.000,215.141,0.257,386203.568
2889,0.000,0.000,0.000,214.926,0.215,322711.439
2890,0.000,0.000,0.000,215.107,0.215,322388.728
2891,0.000,0.000,0.000,214.892,0.302,452714.564
2892,0.000,0.000,0.000,214.677,0.215,322338.128
2893,0.000,0.000,0.000,214.463,0.215,322015.790
2894,0.000,0.441,0.217,215.526,0.214,321693.774
2895,0.000,0.000,0.000,215.320,0.495,743191.248
2896,0.000,0.000,0.000,214.922,0.398,597708.298
2897,0.000,0.000,0.000,214.707,0.259,388845.402
2898,0.000,0.000,0.000,214.492,0.215,322060.387
2899,0.000,0.437,0.219,215.581,0.214,321738.327
2900,0.000,0.000,0.000,216.350,0.501,751619.351
2901,0.000,0.000,0.000,215.731,0.618,927706.479
2902,0.000,0.000,0.000,215.300,0.431,646253.721
2903,0.000,0.983,0.504,217.167,0.285,426797.928
2904,0.000,0.000,0.000,217.541,0.673,1009711.606
2905,0.000,0.000,0.000,216.837,0.704,1055931.468
2906,2.170,0.000,0.000,217.359,0.498,746534.245
2907,0.000,0.000,0.000,216.798,0.561,841623.450
2908,0.000,0.000,0.000,216.411,0.386,579528.098
2909,0.000,0.000,0.000,216.195,0.250,375170.662
2910,0.000,0.000,0.000,215.979,0.216,324292.783
2911,0.000,0.000,0.000,215.763,0.216,323968.490
2912,0.000,0.000,0.000,215.547,0.216,323644.522
2913,0.000,0.000,0.000,215.332,0.216,323320.877
2914,0.000,0.000,0.000,215.116,0.215,322997.556
2915,0.000,0.000,0.000,214.901,0.215,322674.559
2916,0.000,0.000,0.000,214.686,0.215,322351.884
2917,0.000,0.000,0.000,214.472,0.215,322029.532
2918,0.000,0.000,0.000,214.257,0.214,321707.503
2919,0.000,0.000,0.000,214.043,0.214,321385.795
2920,0.000,0.000,0.000,213.829,0.214,321064.409
2921,0.000,0.000,0.000,213.615,0.214,320743.345
2922,0.000,0.000,0.000,213.401,0.214,320422.602
2923,0.000,3.272,1.730,217.212,0.213,320102.179
2924,0.000,4.840,2.621,222.180,1.098,1647677.194
2925,0.000,5.842,3.255,227.261,2.140,3209465.873
2926,0.000,6.579,3.777,232.236,3.205,4808206.886
2927,0.000,5.702,3.372,235.512,4.248,6372611.596
2928,0.000,4.551,2.760,237.090,4.917,7376074.124
2929,0.000,4.146,2.565,238.067,5.213,7819336.022
2930,0.000,4.165,2.624,239.017,5.376,8064371.956
2931,0.000,3.728,2.390,239.428,5.534,8300255.951
2932,0.000,0.499,0.325,236.212,5.573,8358920.662
2933,0.000,0.850,0.558,234.178,4.814,7220421.380
2934,0.000,0.000,0.000,229.863,4.315,6472062.268
2935,0.000,0.000,0.000,226.549,3.314,4971190.280
2936,1.085,0.000,0.000,225.980,2.534,3800587.147
2937,0.000,0.000,0.000,223.623,2.357,3535988.705
2938,3.194,0.000,0.000,224.645,1.788,2681283.724
2939,0.000,0.000,0.000,222.684,1.961,2941811.389
2940,0.000,0.000,0.000,221.205,1.479,2217978.916
2941,0.000,0.000,0.000,220.103,1.102,1653466.221
2942,0.000,0.000,0.000,219.294,0.809,1213222.877
2943,6.727,1.353,0.912,225.632,0.580,869909.549
2944,0.000,1.170,0.806,227.012,1.923,2885032.300
2945,0.000,0.000,0.000,226.401,2.176,3264215.522
2946,0.000,0.000,0.000,224.410,1.991,2986602.183
2947,0.000,0.402,0.280,225.317,1.502,2253450.567
2948,0.000,0.000,0.000,223.992,1.651,2476497.697
2949,1.510,0.000,0.000,225.077,1.309,1963482.541
2950,18.086,0.000,0.000,234.482,1.497,2245757.836
2951,9.951,0.515,0.377,239.222,3.516,5273509.664
2952,0.250,0.000,0.000,235.983,4.508,6761812.637
2953,0.000,0.000,0.000,232.238,3.745,5617405.489
2954,0.000,0.000,0.000,229.367,2.871,4306008.244
2955,0.000,0.086,0.064,229.356,2.189,3283193.960
2956,1.808,0.480,0.362,230.976,2.136,3204099.743
2957,3.844,3.370,2.564,237.366,2.442,3663316.673
2958,8.842,4.173,3.216,246.551,3.798,5696644.429
2959,5.861,1.599,1.257,245.860,5.769,8652751.531
2960,1.592,2.882,2.281,241.259,5.566,8349528.636
2961,5.545,3.565,2.805,240.098,4.504,6756017.400
2962,3.298,3.498,2.748,237.884,4.199,6298052.483
2963,5.950,5.109,3.994,237.786,3.662,5492420.956
2964,0.000,4.489,3.490,234.195,3.590,5385182.351
2965,0.000,2.773,2.131,231.445,2.750,4125701.301
2966,0.000,5.413,4.130,229.349,2.096,3143380.823
2967,0.876,6.579,4.948,228.269,1.585,2377245.516
2968,0.000,5.210,3.857,226.971,1.297,1946166.544
2969,0.000,4.001,2.922,226.009,0.962,1443567.487
2970,0.000,7.367,5.323,225.308,0.701,1051614.665
2971,0.000,12.160,8.618,224.811,0.497,745965.832
2972,2.335,11.801,8.099,225.698,0.338,507634.035
2973,0.772,12.191,8.145,225.609,0.484,726435.763
2974,13.079,9.848,6.380,231.674,0.415,622768.582
2975,3.693,7.597,4.927,231.805,1.700,2550143.622
2976,0.000,9.052,5.798,230.125,1.680,2519574.335
2977,0.000,9.177,5.739,228.864,1.261,1891419.023
2978,4.013,7.231,4.414,229.802,0.934,1401531.729
2979,6.628,9.017,5.451,231.772,1.092,1637309.377
2980,3.089,6.607,3.962,231.712,1.476,2213901.920
2981,0.641,6.704,3.980,230.589,1.414,2120368.281
2982,0.000,5.136,3.001,229.471,1.118,1676329.270
2983,0.000,5.082,2.929,228.649,0.823,1234129.860
2984,0.000,5.023,2.857,228.056,0.593,889287.727
2985,0.000,5.565,3.124,227.642,0.414,620384.197
2986,0.000,7.847,4.341,227.415,0.274,410712.703
2987,2.438,10.912,5.914,227.746,0.227,341122.170
2988,0.000,8.884,4.711,227.410,0.350,525093.996
2989,0.000,6.837,3.542,227.183,0.227,341115.266
2990,4.638,6.388,3.251,228.306,0.227,340774.151
2991,4.022,8.057,4.091,229.340,0.524,786034.994
2992,8.953,6.267,3.156,232.076,0.703,1053931.980
2993,10.614,5.959,3.037,234.946,1.256,1883615.785
2994,0.000,8.982,4.658,233.108,1.839,2757826.104
2995,0.000,11.376,5.762,231.723,1.385,2078053.861
2996,0.000,14.843,7.296,230.691,1.032,1547904.562
2997,1.607,15.323,7.241,230.513,0.756,1134461.086
2998,5.033,11.056,5.046,231.595,0.669,1003086.410
2999,0.000,9.816,4.435,230.737,0.858,1287280.725
3000,4.847,8.428,3.710,231.741,0.621,931392.988
3001,4.282,9.672,4.246,232.380,0.794,1190288.772
3002,0.000,13.045,5.679,231.494,0.886,1328377.179
3003,4.217,14.676,6.172,232.202,0.642,963666.062
3004,0.000,13.529,5.574,231.452,0.750,1124858.192
3005,0.000,11.466,4.557,230.915,0.537,805066.116
3006,1.257,11.341,4.373,230.913,0.370,555700.620
3007,5.478,8.822,3.322,232.126,0.322,482945.256
3008,0.000,9.399,3.554,231.578,0.548,822210.057
3009,0.000,11.505,4.243,231.198,0.380,569278.181
3010,10.409,10.858,3.885,233.408,0.248,372063.363
3011,0.000,8.514,3.128,232.640,0.768,1151953.383
3012,0.000,13.213,4.747,232.089,0.551,826571.337
3013,0.000,18.151,6.297,231.707,0.382,572845.293
3014,0.000,19.387,6.408,231.475,0.250,375010.859
3015,0.000,19.640,6.164,231.244,0.231,347213.247
3016,9.275,19.757,5.884,232.659,0.231,346866.033
3017,4.040,17.491,5.268,232.989,0.593,889675.362
3018,4.830,16.450,4.863,233.454,0.618,926718.197
3019,0.000,16.910,4.950,232.782,0.672,1008460.194
3020,8.534,14.149,3.959,234.116,0.477,714805.451
3021,2.839,13.763,3.950,234.012,0.722,1083328.780
3022,0.000,11.478,3.243,233.360,0.652,977306.739
3023,0.000,12.277,3.365,232.900,0.460,690720.922
3024,3.828,11.146,2.957,233.267,0.312,467255.563
3025,3.068,11.064,2.938,233.520,0.365,546867.835
3026,5.439,11.400,3.013,234.237,0.373,558969.114
3027,0.000,9.972,2.670,233.754,0.483,724220.782
3028,0.000,11.887,3.101,233.521,0.329,493641.192
3029,0.000,13.361,3.377,233.287,0.234,350281.270
3030,0.000,13.837,3.376,233.054,0.233,349930.989
3031,3.223,14.028,3.299,232.945,0.233,349581.058
3032,4.806,11.899,2.778,233.208,0.260,390062.021
3033,0.000,9.953,2.355,232.929,0.342,512707.438
3034,0.000,8.408,1.938,232.696,0.233,349393.771
3035,0.000,10.144,2.286,232.464,0.233,349044.377
3036,0.000,12.472,2.737,232.231,0.232,348695.333
3037,0.000,14.118,2.998,231.999,0.232,348346.638
3038,0.000,13.880,2.839,231.767,0.232,347998.291
3039,0.000,16.446,3.242,231.535,0.232,347650.293
3040,11.122,12.925,2.439,232.439,0.232,347302.642
3041,5.564,12.886,2.670,232.829,0.481,721598.219
3042,36.085,8.108,1.723,238.107,0.519,778604.698
3043,15.219,6.482,1.859,239.785,1.632,2448516.439
3044,6.334,7.722,2.416,239.336,1.954,2930475.104
3045,1.511,9.235,2.948,237.895,1.807,2710655.771
3046,0.000,9.407,2.958,236.452,1.442,2163593.612
3047,5.270,11.076,3.398,236.602,1.077,1616119.728
3048,3.755,10.140,3.128,236.419,1.063,1594091.587
3049,1.165,7.129,2.195,235.716,0.975,1462180.733
3050,6.837,8.011,2.439,236.523,0.773,1159026.631
3051,3.342,9.356,2.917,236.411,0.903,1354134.473
3052,1.372,8.533,2.652,235.904,0.831,1246107.244
3053,0.000,9.181,2.815,235.232,0.672,1007747.017
3054,0.000,6.922,2.072,234.756,0.477,715058.268
3055,1.611,3.732,1.097,234.750,0.325,486832.029
3056,0.000,2.804,0.825,234.516,0.285,427339.444
3057,0.000,4.380,1.280,234.281,0.235,351773.439
3058,0.000,3.619,1.045,234.047,0.234,351421.665
3059,1.215,4.637,1.327,233.813,0.234,351070.244
3060,1.561,2.293,0.654,233.579,0.234,350719.173
3061,0.000,2.009,0.576,233.345,0.234,350368.454
3062,0.000,4.232,1.207,233.112,0.233,350018.086
3063,0.000,6.412,1.808,232.879,0.233,349668.068
3064,0.000,8.327,2.309,232.646,0.233,349318.400
3065,0.000,10.351,2.808,232.413,0.233,348969.081
3066,1.020,9.493,2.506,232.181,0.232,348620.112
3067,7.029,7.890,2.048,232.881,0.232,348271.492
3068,4.443,7.683,2.066,233.350,0.437,655646.752
3069,2.893,8.373,2.284,233.456,0.492,738636.935
3070,0.000,9.216,2.514,232.988,0.468,702007.430
3071,0.000,6.018,1.602,232.755,0.317,476079.169
3072,0.221,6.591,1.727,232.522,0.233,349132.638
3073,0.000,5.951,1.536,232.290,0.233,348783.505
3074,0.000,9.805,2.491,232.058,0.232,348434.722
3075,2.687,8.093,2.004,231.879,0.232,348086.287
3076,0.000,4.871,1.208,231.648,0.244,365523.211
3077,2.906,4.415,1.081,231.505,0.232,347471.303
3078,1.578,8.186,2.032,231.273,0.251,376457.523
3079,5.040,3.760,0.926,231.532,0.231,346910.043
3080,2.876,1.509,0.384,231.748,0.339,508261.205
3081,0.000,6.497,1.687,231.480,0.338,507508.537
3082,14.019,3.225,0.823,233.509,0.231,347219.678
3083,0.000,0.000,0.000,232.780,0.729,1092801.486
3084,0.555,0.000,0.000,232.440,0.520,780525.228
3085,2.012,3.693,1.050,232.497,0.398,596460.835
3086,2.669,3.662,1.047,232.713,0.362,543505.190
3087,0.000,0.000,0.000,232.351,0.362,543210.612
3088,0.000,0.000,0.000,232.119,0.235,352131.355
3089,0.000,0.000,0.000,231.886,0.232,348177.770
3090,2.837,1.006,0.290,232.000,0.232,347829.592
3091,0.000,0.581,0.171,231.768,0.308,461500.689
3092,0.777,0.160,0.047,231.537,0.232,347652.549
3093,0.000,2.336,0.692,231.305,0.232,347304.896
3094,0.000,0.000,0.000,231.074,0.231,346957.591
3095,0.000,0.000,0.000,230.843,0.231,346610.634
3096,0.000,0.000,0.000,230.612,0.231,346264.023
3097,0.000,0.000,0.000,230.381,0.231,345917.759
3098,0.000,0.000,0.000,230.151,0.230,345571.841
3099,0.000,0.000,0.000,229.921,0.230,345226.270
3100,3.805,0.000,0.000,230.408,0.230,344881.043
3101,0.000,0.000,0.000,230.568,0.387,581060.022
3102,0.000,0.000,0.000,230.465,0.374,561491.618
3103,0.000,0.000,0.000,230.235,0.304,455303.422
3104,0.000,0.000,0.000,230.004,0.230,345352.048
3105,0.000,0.000,0.000,229.774,0.230,345006.696
3106,0.000,0.000,0.000,229.545,0.230,344661.689
